"Issuance Date","Vintage Start","Vintage End","ID","Name","Country","Project Type","Methodology","Total Vintage Quantity","Credits Quantity Issued","Serial Number","Additional Certifications","Retirement/Cancellation Date","Retirement Beneficiary","Retirement Reason","Retirement Details"
"17/03/2021","01/01/2017","31/12/2017","1464","Alkumru Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","388,799","50,000","9796-135932969-135982968-VCS-VCU-1514-VER-TR-1-1464-01012017-31122017-0","","23/10/2021","0x0BF92DeE04456E3851D7418ed890d5522d7BD496","Other","TOUCAN-1.0-137-0x700c48cbbaef360b8e104c7d19c53b71deaac8e18e37fb1df105e0be4bee41d4-452"
"12/03/2021","01/01/2016","31/12/2016","1748","Southern Cardamom REDD+ Project","Cambodia","Agriculture Forestry and Other Land Use","Avoided Ecosystem Conversion","3,982,378","1","9778-133998756-133998756-VCS-VCU-263-VER-KH-14-1748-01012016-31122016-1","CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Gold","23/10/2021","0xC3b6B7bcAD0B55A5635D77235fB4B29970d4bEfd","Other","TOUCAN-1.0-137-0x986a3eaf220d1cfa8043c354d6cb7bf53c7f67fc5d4c2fd06747125664567825-445"
"10/03/2021","01/01/2014","31/12/2014","713","KOYULHISAR HYDRO ELECTRICITY POWER PLANT","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","43,912","10","9756-131720592-131720601-VCS-VCU-290-VER-TR-1-713-01012014-31122014-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x31a05342515802936f1d9520b2956838dfe3c6fb707d32cb725287f484540d7d-128"
"10/03/2021","01/01/2014","31/12/2014","713","KOYULHISAR HYDRO ELECTRICITY POWER PLANT","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","43,912","21,946","9755-131676690-131698635-VCS-VCU-290-VER-TR-1-713-01012014-31122014-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0xa7ee5641a555b6f538a84e75ea9785dc08529b83ecbc37af281c434741c52963-127"
"10/03/2021","01/01/2014","31/12/2014","713","KOYULHISAR HYDRO ELECTRICITY POWER PLANT","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","43,912","21,956","9755-131698636-131720591-VCS-VCU-290-VER-TR-1-713-01012014-31122014-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x56ae43f376f173a432f65c69aaa4e3ec890c32f5a18921e51a08192fdbfeb313-120"
"10/03/2021","01/08/2013","31/12/2013","713","KOYULHISAR HYDRO ELECTRICITY POWER PLANT","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","53,511","1,725","9757-131761587-131763311-VCS-VCU-290-VER-TR-1-713-01082013-31122013-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x5101623e0688a7a9a889b22b3a8a995e80f35177edaed1d61e53c3a86dda85cf-115"
"10/03/2021","01/08/2013","31/12/2013","713","KOYULHISAR HYDRO ELECTRICITY POWER PLANT","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","53,511","25,740","9757-131720602-131746341-VCS-VCU-290-VER-TR-1-713-01082013-31122013-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0xd9013f80f05c6ecc9f0a8e23f6eeb969c7c12e30512af823330d717088578b09-129"
"09/03/2021","01/01/2016","31/12/2016","981","Pacajai REDD+ Project","Brazil","Agriculture Forestry and Other Land Use","Avoided Unplanned Deforestation","1,586,184","1,000","9747-130297384-130298383-VCS-VCU-259-VER-BR-14-981-01012016-31122016-0","","18/10/2021","0xdb97aa9B0C07254Ef9E017641f5da271E5C31f35","Other","TOUCAN-1.0-137-0x4834ab86d061e31e26317da3a46ab84f54b305c7bf55ed33db763ae2fc325a46-170"
"08/03/2021","01/01/2017","31/12/2017","981","Pacajai REDD+ Project","Brazil","Agriculture Forestry and Other Land Use","Avoided Unplanned Deforestation","1,653,262","10,794","9738-128456224-128467017-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0","","14/10/2021","0x5e037e2f5C92dc9E180426171b62Da65d3AD5325","Other","TOUCAN-1.0-137-0xb8f1bdf7a2b1c373807f69c665b0219ca68cfce773e4e7e2fb5ad0bfacb93510-41"
"08/03/2021","01/01/2017","31/12/2017","981","Pacajai REDD+ Project","Brazil","Agriculture Forestry and Other Land Use","Avoided Unplanned Deforestation","1,653,262","9,041","9738-128447183-128456223-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0","","14/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0xa4677b48f496f930bd7eaca8de71faf0a9e34f9bbd77e5b4739aaf3ed82e0347-46"
"05/03/2021","17/05/2013","31/12/2013","1499","Toros Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","10,227","4","9724-127706199-127706202-VCS-VCU-262-VER-TR-1-1499-17052013-31122013-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0xcb61a215a05ed996abd79b186a3df985ba0feb313fc549a1c52534925b1a5e83-89"
"05/03/2021","01/01/2014","31/12/2014","1499","Toros Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","68,293","34,147","9725-127711316-127745462-VCS-VCU-262-VER-TR-1-1499-01012014-31122014-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0xdee6b25392f4e695ec472ae2d493e2a9a65ce4efd4ef0faeb1763ad822477766-126"
"05/03/2021","01/01/2014","31/12/2014","1499","Toros Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","68,293","34,146","9725-127745463-127779608-VCS-VCU-262-VER-TR-1-1499-01012014-31122014-0","","15/10/2021","0xE519B28E8F96e229498F15bb2DA4eC0e942f688F","Other","TOUCAN-1.0-137-0x6510701c09f3b72984a039640868a311bde0bc106fac3e84812fbfe1457f7eb8-119"
"03/03/2021","01/01/2017","31/12/2017","981","Pacajai REDD+ Project","Brazil","Agriculture Forestry and Other Land Use","Avoided Unplanned Deforestation","1,653,262","5,165","9709-126118948-126124112-VCS-VCU-259-VER-BR-14-981-01012017-31122017-0","","14/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0xf5100766616b9787072cc90d8b76a5d5d00f6e0208eef6eb5bf8c44a517bd555-47"
"03/03/2021","01/01/2016","31/12/2016","981","Pacajai REDD+ Project","Brazil","Agriculture Forestry and Other Land Use","Avoided Unplanned Deforestation","1,586,184","27,000","9710-126615678-126642677-VCS-VCU-259-VER-BR-14-981-01012016-31122016-0","","14/10/2021","0x5e037e2f5C92dc9E180426171b62Da65d3AD5325","Other","TOUCAN-1.0-137-0x62dccfa22fec825af7a88b4c3f01e48874333cef71bef04dff228d3654278447-42"
"03/03/2021","01/01/2016","31/12/2016","981","Pacajai REDD+ Project","Brazil","Agriculture Forestry and Other Land Use","Avoided Unplanned Deforestation","1,586,184","2,000","9710-126493222-126495221-VCS-VCU-259-VER-BR-14-981-01012016-31122016-0","","18/10/2021","0xdb97aa9B0C07254Ef9E017641f5da271E5C31f35","Other","TOUCAN-1.0-137-0xe340905f56a8c4b607c2a5625ea3dcdb83a7027415209338acd766ce9a75d853-254"
"19/02/2021","01/01/2012","31/12/2012","1525","Wind power project at Jaibhim by SIIL","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","64,029","5,397","9637-113449802-113455198-VCS-VCU-1423-VER-IN-1-1525-01012012-31122012-0","","18/10/2021","0xd85cF713C480a6dFac34121Ee362A5e0Ef74001F","Other","TOUCAN-1.0-137-0xc9c083a264547adb34fc5b40b1640abe6b57dabf112249c0ab5ebeb1d29a0fdf-154"
"19/02/2021","01/01/2012","31/12/2012","1525","Wind power project at Jaibhim by SIIL","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","64,029","50,000","9637-113399802-113449801-VCS-VCU-1423-VER-IN-1-1525-01012012-31122012-0","","14/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0xf891cd9c051e2f274c73b6836380b16f98824e9bc6555ec57d77b1bd20a6e518-61"
"09/02/2021","01/01/2019","31/12/2019","728","CECIC Gansu Yumen Changma No.3 Wind Farm Project","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","347,325","9,602","9560-108472384-108481985-VCS-VCU-997-VER-CN-1-728-01012019-31122019-0","","21/10/2021","0xd85cF713C480a6dFac34121Ee362A5e0Ef74001F","Other","TOUCAN-1.0-137-0xbb174da97186e667a680348815657a4f926ca2f2d8e6bd3378d603ee0c19e789-390"
"01/02/2021","01/01/2008","30/09/2008","788","China Guangdong Shenzhen Qianwan LNG generation project","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","687,169","14,000","9512-104477283-104491282-VCS-VCU-259-VER-CN-1-788-01012008-30092008-0","","18/10/2021","0xB208E3Dcc8e2b091fa4b9Aa65D528FDfDc8bfA93","Other","TOUCAN-1.0-137-0xd02314b7015985db493a47818f744bbb428bd1c86ef0f17ab0591bb11ba90ceb-226"
"26/01/2021","01/01/2016","31/05/2016","426","Wastewater Treatment with Biogas System in Palm Oil Mill at Sawi, Chumporn,Thailand","Thailand","Waste handling and disposal","Grid connected renewable electricity generation","19,260","4,426","9478-101813378-101817803-VCS-VCU-842-VER-TH-13-426-01012016-31052016-0","","22/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0xc457ddecd5c0be8e19da8c0c31c04d43c4404b4c7c61c18cb303bb11e9b6fea6-415"
"15/01/2021","01/01/2016","31/12/2016","653","65MW Dagushan hydropower Project in China","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","216,102","1,300","9442-98539014-98540313-VCS-VCU-355-VER-CN-1-653-01012016-31122016-0","","18/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x7516a884a090961f5a4d4bfbe9f1db6eb7812d6a485e8e9d09f0bee86768c2ed-265"
"15/01/2021","01/01/2016","31/12/2016","653","65MW Dagushan hydropower Project in China","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","216,102","5,000","9442-98534014-98539013-VCS-VCU-355-VER-CN-1-653-01012016-31122016-0","","18/10/2021","0x7Ef72d1E8dF33cd33386EfADdDD9511cd4796b22","Other","TOUCAN-1.0-137-0x0efea68abf6344d759beda6b89533e9d8e5aa0bd52a191ea3da6006da5782cdb-144"
"30/12/2020","01/07/2014","31/12/2014","674","Rimba Raya Biodiversity Reserve Project","Indonesia","Agriculture Forestry and Other Land Use","Conservation Projects that Avoid Planned Land Use Conversion in Peat Swamp Forests","2,097,490","100,000","9380-92445183-92545182-VCS-VCU-263-VER-ID-14-674-01072014-31122014-1","01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold","14/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x67567bba38b73bbccc5546f4768b14c7a00dc36f29c21e34b6593c89179f01f0-66"
"30/12/2020","01/07/2014","31/12/2014","674","Rimba Raya Biodiversity Reserve Project","Indonesia","Agriculture Forestry and Other Land Use","Conservation Projects that Avoid Planned Land Use Conversion in Peat Swamp Forests","2,097,490","100","9380-92545183-92545282-VCS-VCU-263-VER-ID-14-674-01072014-31122014-1","01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold","13/10/2021","0x5e037e2f5C92dc9E180426171b62Da65d3AD5325","Other","TOUCAN-1.0-137-0x7b761a561700a34836e29ae45092ed4bd297c661fc8961037be5afc931da8324-6"
"30/12/2020","01/07/2014","31/12/2014","674","Rimba Raya Biodiversity Reserve Project","Indonesia","Agriculture Forestry and Other Land Use","Conservation Projects that Avoid Planned Land Use Conversion in Peat Swamp Forests","2,097,490","99,900","9380-92545283-92645182-VCS-VCU-263-VER-ID-14-674-01072014-31122014-1","01: No Poverty; 02: Zero Hunger; 03: Good Health and Well-being; 04: Quality Education; 05: Gender Equality; 06: Clean Water and Sanitation; 07: Affordable and Clean Energy; 08: Decent Work and Economic Growth; 09: Industry, Innovation and Infrastructure; 10: Reduced Inequalities; 11: Sustainable Cities and Communities; 12: Responsible Consumption and Production; 13: Climate Action; 14: Life Below Water; 15: Life on Land; 16: Peace, Justice, and Strong Institutions; 17: Partnerships for the Goals; CCB-Gold","13/10/2021","0x5e037e2f5C92dc9E180426171b62Da65d3AD5325","Other","TOUCAN-1.0-137-0xd393ff2cf975bbcb6b30459b422a22f3b78890e64e78acc8d2ad8ba53a0c871e-7"
"30/12/2020","01/01/2019","31/12/2019","612","The Kasigau Corridor REDD Project - Phase II The Community Ranches","Kenya","Agriculture Forestry and Other Land Use","Avoided Ecosystem Conversion","1,377,897","8,000","9381-93656647-93664646-VCS-VCU-259-VER-KE-14-612-01012019-31122019-1","CCB-Biodiversity Gold; CCB-Climate Gold","14/10/2021","0x5e037e2f5C92dc9E180426171b62Da65d3AD5325","Other","TOUCAN-1.0-137-0x8325ad4dfa66530891d9e75dc229752653bec78ed7db9187a4c003b92aed962a-38"
"28/12/2020","01/01/2017","31/12/2017","1686","Agrocortex REDD Project","Brazil","Agriculture Forestry and Other Land Use","Avoided Unplanned Deforestation","296,775","3","9344-82396305-82396307-VCS-VCU-262-VER-BR-14-1686-01012017-31122017-1","Social Carbon","14/10/2021","0x25bdFF8dB8d80971935A7f38A0CF31DeC62f7696","Retirement for Person or Organization","TOUCAN-1.0-137-0x78f4201f5a097f2c23fb433468191b2a5294c13617717f68b5754f5d5f5ef818-43"
"23/12/2020","01/08/2013","31/12/2013","513","Salto Pilão Hydropower Plant Project Activity","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","206,679","2,500","9329-80902563-80905062-VCS-VCU-279-VER-BR-1-513-01082013-31122013-0","","18/10/2021","0x9D9c3513189342C8E24A987fD25DF3BdA68B2AF4","Other","TOUCAN-1.0-137-0x3dee2562aad243a0a3eafc93f12380410c64f0c98f6a3dd5c9781590469f9c11-262"
"23/12/2020","01/08/2013","31/12/2013","513","Salto Pilão Hydropower Plant Project Activity","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","206,679","1,700","9329-80905063-80906762-VCS-VCU-279-VER-BR-1-513-01082013-31122013-0","","19/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x20a2c60ce7eeab64b37beb33119b216f2cb1d645115909ea2db5b7438a1c7a18-297"
"23/12/2020","01/08/2013","31/12/2013","513","Salto Pilão Hydropower Plant Project Activity","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","206,679","10,000","9329-80892563-80902562-VCS-VCU-279-VER-BR-1-513-01082013-31122013-0","","18/10/2021","0x1e942ED55bD4E0C28c1F2edE717eCB16727FCFA2","Other","TOUCAN-1.0-137-0x8d8cdc57088d3f9dd4fad8a0f199ac01d9cfe51676dce516bf6e28177e4f5048-235"
"23/12/2020","01/01/2014","31/12/2014","513","Salto Pilão Hydropower Plant Project Activity","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","508,895","1,575","9330-80919388-80920962-VCS-VCU-279-VER-BR-1-513-01012014-31122014-0","","19/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x0488932de075f3d30ac1b5b2d0b1f581f6680d756c3c524cb610a86f2c81cb9a-298"
"10/12/2020","01/01/2016","30/06/2016","1549","AAC Block Project By Aerocon Buildwell Pvt. Ltd. (EKIESL- June 2016-02)","India","Manufacturing industries","Fuel Switch, process improvement and energy efficiency in brick manufacture","12,215","5,756","9197-74003391-74009146-VCS-VCU-1423-VER-IN-4-1549-01012016-30062016-0","","20/10/2021","0xA3fBf3282B227edfCeD3488Ac8b71AF4D38FC075","Other","TOUCAN-1.0-137-0xa5acc54aa569f6a51042d5a0a6ea1a174392802119592f1bb1ed0d5177f628fe-374"
"04/12/2020","01/01/2011","31/03/2011","982","Combined cycle natural gas based grid connected power plant at Jegurupadu, India","India","Energy industries (renewable/non-renewable sources)","Baseline Methodology for Grid Connected Electricity Generation Plants using Natural Gas","123,942","6,762","9153-71055423-71062184-VCS-VCU-337-VER-IN-1-982-01012011-31032011-0","","27/10/2021","0x00000016F127c94A667Ae3C9fDF0C31c9C79826f","Other","TOUCAN-1.0-137-0x88ea82d63ca267c85c4cf4dba12145e3b3287e086a758cc064d7667a911042d6-486"
"30/11/2020","01/01/2020","20/02/2020","1497","VCS Grouped Project for Renewable Power Generation by Essel Mining & Industries Limited","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","38,914","942","9099-68373772-68374713-VCS-VCU-999-VER-IN-1-1497-01012020-20022020-0","","18/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0x73d03cd8b47b84bb920043dc7ae08d9230e6e8245226ae8c88789b9222f53b3a-209"
"30/11/2020","01/01/2016","31/12/2016","1497","VCS Grouped Project for Renewable Power Generation by Essel Mining & Industries Limited","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","95,613","2,500","9100-68374714-68377213-VCS-VCU-999-VER-IN-1-1497-01012016-31122016-0","","18/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0xd5f332080fd827c60f6e50840a9bc60f37074f11ad82038713877e62d6760d0b-208"
"18/11/2020","01/10/2008","31/12/2008","722","Guangdong Huizhou LNG Power Generation Project","China","Energy industries (renewable/non-renewable sources)","Baseline Methodology for Grid Connected Electricity Generation Plants using Natural Gas","115,243","1,750","9027-61819282-61821031-VCS-VCU-208-VER-CN-1-722-01102008-31122008-0","","22/10/2021","0xEE66Bfe308c0DeCe0F25c46B254df50cea743674","Other","TOUCAN-1.0-137-0x2a9ea46596df7930e58c887ab9a578e3908f8096b02ff1ba31387d1d35135a39-426"
